cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2020-27755,3,6,0,3,0,3,,,,7.1.0-0;7.1.0-1;7.1.0-2
CVE-2019-18853,6,6,3,3,0,0,,,,
CVE-2020-19667,1,4,0,1,0,3,,,,7.0.10-10;7.0.10-8;7.0.10-9
CVE-2021-3596,3,6,0,3,0,3,,,,7.0.10-31;7.0.10-32;7.0.10-33
CVE-2020-27560,4,4,3,1,0,0,,,,
CVE-2020-27829,0,0,0,0,0,0,,,,
CVE-2022-48541,0,4,0,0,1,3,,,7.0.10-45,7.0.10-46;7.0.10-47;7.0.10-48
CVE-2021-20176,3,6,3,0,3,0,,,7.0.10-53;7.0.10-54;7.0.10-55,
CVE-2021-20244,3,6,0,3,0,3,,,,7.0.10-62;7.0.11-0;7.0.11-1
CVE-2021-20246,3,6,0,3,0,3,,,,7.0.10-62;7.0.11-0;7.0.11-1
CVE-2021-20311,3,6,0,3,0,3,,,,7.0.11-2;7.0.11-3;7.0.11-4
CVE-2021-20312,3,6,0,3,0,3,,,,7.0.11-2;7.0.11-3;7.0.11-4
CVE-2021-20313,3,6,0,3,0,3,,,,7.0.11-2;7.0.11-3;7.0.11-4
CVE-2021-20309,3,6,0,3,0,3,,,,7.0.11-2;7.0.11-3;7.0.11-4
CVE-2021-20310,0,0,0,0,0,0,,,,
CVE-2021-3574,0,0,0,0,0,0,,,,
CVE-2021-3610,0,0,0,0,0,0,,,,
CVE-2023-34153,1,6,0,1,2,3,,,7.1.0-1;7.1.0-2,7.1.1-11;7.1.1-12;7.1.1-13
CVE-2023-3195,0,0,0,0,0,0,,,,
CVE-2021-3962,1,4,0,1,0,3,,,,7.1.0-15;7.1.0-16;7.1.0-17
CVE-2022-0284,3,6,0,3,0,3,,,,7.1.0-20;7.1.0-21;7.1.0-22
CVE-2022-32545,3,6,0,3,0,3,,,,7.1.0-28;7.1.0-29;7.1.0-30
CVE-2022-1115,0,0,0,0,0,0,,,,
CVE-2022-32546,3,6,0,3,0,3,,,,7.1.0-29;7.1.0-30;7.1.0-31
CVE-2022-28463,3,4,3,0,1,0,,,7.1.0-27,
CVE-2022-32547,0,0,0,0,0,0,,,,
CVE-2022-3213,0,0,0,0,0,0,,,,
CVE-2023-1289,3,6,0,3,0,3,,,,7.1.1-0;7.1.1-1;7.1.1-2
CVE-2023-1906,0,0,0,0,0,0,,,,
CVE-2023-34474,0,3,0,0,0,3,,,,7.1.1-10;7.1.1-11;7.1.1-12
CVE-2023-34475,0,3,0,0,0,3,,,,7.1.1-10;7.1.1-11;7.1.1-12
CVE-2023-34151,0,6,0,0,3,3,,,7.1.1-0;7.1.1-1;7.1.1-10,7.1.1-11;7.1.1-12;7.1.1-13
CVE-2023-34152,3,6,0,3,0,3,,,,7.1.1-11;7.1.1-12;7.1.1-13
CVE-2023-3428,0,0,0,0,0,0,,,,
CVE-2023-5341,3,6,3,0,3,0,,,7.1.1-10;7.1.1-11;7.1.1-19,
