cve,succeed,tp,tn,fp,fn,false_positive,false_negative,failed_versions,target,no_sig
CVE-2019-12976,0,0,0,0,0,,,7.0.8-34;7.0.8-35;7.0.8-36;7.0.8-37,4,
CVE-2019-10649,3,0,3,0,0,,,,3,
CVE-2019-10650,3,0,3,0,0,,,,3,
CVE-2019-16711,1,1,0,3,0,,7.0.8-41;7.0.8-42;7.0.8-43,,4,
CVE-2019-11472,0,0,0,3,0,,7.0.8-41;7.0.8-42;7.0.8-43,,3,
CVE-2019-14981,0,0,0,0,0,,,,6,true
CVE-2019-15139,0,0,0,0,0,,,7.0.8-42;7.0.8-43;7.0.8-44,3,
CVE-2019-19949,6,3,3,0,0,,,,6,
CVE-2019-13133,0,0,0,0,0,,,7.0.8-49;7.0.8-48;7.0.8-47;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2019-13134,0,0,0,0,0,,,7.0.8-49;7.0.8-48;7.0.8-47;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2019-13136,3,3,0,3,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6,
CVE-2019-13137,3,0,3,0,3,7.0.8-49;7.0.8-48;7.0.8-47,,,6,
CVE-2019-13307,0,0,0,0,0,,,,3,true
CVE-2019-17541,3,3,0,0,0,,,7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2019-17547,0,0,0,0,0,,,7.0.8-61;7.0.8-60;7.0.8-59;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-27750,0,0,0,0,0,,,,6,true
CVE-2020-27762,0,0,0,0,0,,,7.0.8-67;7.0.8-66;7.0.8-65;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-25664,4,3,1,2,0,,7.0.9-0;7.0.9-1,,6,
CVE-2020-25665,0,0,0,0,0,,,,6,true
CVE-2020-25674,3,0,3,0,3,7.0.8-67;7.0.8-66;7.0.8-65,,,6,
CVE-2020-27760,0,0,0,0,0,,,,6,true
CVE-2020-27763,3,0,3,0,3,7.0.8-67;7.0.8-66;7.0.8-65,,,6,
CVE-2020-27758,0,0,0,0,0,,,7.0.8-67;7.0.8-66;7.0.8-65;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-27770,0,0,0,0,0,,,7.0.8-67;7.0.8-66;7.0.8-65;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-25663,0,0,0,0,0,,,,6,true
CVE-2020-27756,0,0,0,0,0,,,,6,true
CVE-2020-27751,6,3,3,0,0,,,,6,
CVE-2020-27761,0,0,0,0,0,,,7.0.8-68;7.0.8-67;7.0.8-66;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-25675,6,3,3,0,0,,,,6,
CVE-2020-25676,3,0,3,0,3,7.0.8-68;7.0.8-67;7.0.8-66,,,6,
CVE-2020-27765,6,3,3,0,0,,,,6,
CVE-2020-27775,0,0,0,0,0,,,7.0.8-68;7.0.8-67;7.0.8-66;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-27774,3,3,0,3,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6,
CVE-2020-27769,0,0,0,0,0,,,,6,true
CVE-2020-25666,0,0,0,0,0,,,7.0.8-68;7.0.8-67;7.0.8-66;7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-25667,6,3,3,0,0,,,,6,
CVE-2020-27772,6,3,3,0,0,,,,6,
CVE-2020-27752,4,1,3,0,2,7.0.8-67;7.0.8-66,,,6,
CVE-2020-27753,3,3,0,0,0,,,7.1.0-0;7.1.0-1;7.1.0-2,6,
CVE-2020-27755,3,3,0,3,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6,
CVE-2019-18853,3,0,3,0,0,,,7.0.8-68;7.0.8-67;7.0.8-66,6,
CVE-2020-19667,3,0,3,0,1,7.0.10-7,,,4,
CVE-2021-3596,3,0,3,0,3,7.0.10-30;7.0.10-29;7.0.10-28,,,6,
CVE-2020-27560,4,1,3,0,0,,,,4,
CVE-2020-27829,0,0,0,0,0,,,,6,true
CVE-2022-48541,3,0,3,0,1,7.0.10-45,,,4,
CVE-2021-20176,3,0,3,0,2,7.0.10-55;7.0.10-54,,7.0.10-53,6,
CVE-2021-20244,6,3,3,0,0,,,,6,
CVE-2021-20246,3,0,3,0,3,7.0.10-61;7.0.10-60;7.0.10-59,,,6,
CVE-2021-20311,3,3,0,0,0,,,7.0.11-2;7.0.11-3;7.0.11-4,6,
CVE-2021-20312,3,3,0,0,0,,,7.0.11-2;7.0.11-3;7.0.11-4,6,
CVE-2021-20313,3,3,0,0,0,,,7.0.11-2;7.0.11-3;7.0.11-4,6,
CVE-2021-20309,6,3,3,0,0,,,,6,
CVE-2021-20310,3,0,3,0,3,7.0.10-62;7.0.10-61;7.0.10-60,,,6,
CVE-2021-3574,1,1,0,3,0,,7.0.11-8;7.0.11-9;7.0.11-10,,4,
CVE-2021-3610,3,3,0,0,0,,,7.0.11-14;7.1.0-0;7.1.0-1,6,
CVE-2023-34153,0,0,0,0,0,,,,6,true
CVE-2023-3195,0,0,0,0,0,,,7.1.1-0;7.1.1-1;7.1.1-2;7.1.1-3;7.1.1-4,5,
CVE-2021-3962,0,0,0,0,0,,,7.1.0-14;7.1.0-15;7.1.0-16;7.1.0-17,4,
CVE-2022-0284,3,0,3,0,0,,,7.1.0-19;7.1.0-18;7.1.0-17,6,
CVE-2022-32545,0,0,0,0,0,,,7.1.0-27;7.1.0-26;7.1.0-25;7.1.0-28;7.1.0-29;7.1.0-30,6,
CVE-2022-1115,6,3,3,0,0,,,,6,
CVE-2022-32546,6,3,3,0,0,,,,6,
CVE-2022-28463,4,1,3,0,0,,,,4,
CVE-2022-32547,3,0,3,0,3,7.1.0-29;7.1.0-28;7.1.0-27,,,6,
CVE-2022-3213,6,3,3,0,0,,,,6,
CVE-2023-1289,0,0,0,0,3,7.1.0-62;7.1.0-61;7.1.0-60,,7.1.1-0;7.1.1-1;7.1.1-2,6,
CVE-2023-1906,1,1,0,3,0,,7.1.1-6;7.1.1-7;7.1.1-8,,4,
CVE-2023-34151,3,3,0,1,0,,7.1.1-12,7.1.1-11;7.1.1-13,6,
CVE-2023-34152,0,0,0,0,0,,,,6,true
CVE-2023-3428,2,2,0,0,0,,,7.1.1-1;7.1.1-13;7.1.1-14;7.1.1-15,6,
CVE-2023-5341,5,2,3,0,1,7.1.1-19,,,6,
CVE-2023-34474,0,0,0,0,0,,,7.1.1-1;7.1.1-0;7.1.0-62;7.1.1-10;7.1.1-11;7.1.1-12,6,
CVE-2023-34475,0,0,0,0,0,,,7.1.1-1;7.1.1-0;7.1.0-62;7.1.1-10;7.1.1-11;7.1.1-12,6,
