cve,succeed,tp,tn,fp,fn,precision,recall,f1_score,failed_versions,false_positive,false_negative,func_not_found,target
CVE-2020-25665,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-25666,3,3,0,0,3,1.0000,0.5000,0.6667,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6
CVE-2020-25674,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-25675,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-25676,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27560,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2020-27750,3,3,0,0,3,1.0000,0.5000,0.6667,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6
CVE-2020-27751,3,3,0,0,3,1.0000,0.5000,0.6667,0,,7.1.0-0;7.1.0-1;7.1.0-2,,6
CVE-2020-27752,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27753,3,0,3,3,0,0.0000,0.0000,0.0000,0,7.0.8-68;7.0.8-67;7.0.8-66,,,6
CVE-2020-27755,3,0,3,0,0,0.0000,0.0000,0.0000,3,,,,6
CVE-2020-27756,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27758,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27760,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27761,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27762,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27763,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27765,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,7.0.8-68;7.0.8-67;7.0.8-66;7.1.0-0;7.1.0-1;7.1.0-2,6
CVE-2020-27769,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27770,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27772,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27774,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2020-27775,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20176,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20244,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20246,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20309,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20310,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,7.0.10-62;7.0.10-61;7.0.10-60;7.0.11-2;7.0.11-3;7.0.11-4,6
CVE-2021-20311,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20312,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-20313,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-3596,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2021-3962,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2022-0284,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2022-28463,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2022-32545,3,3,0,0,3,1.0000,0.5000,0.6667,0,,7.1.0-28;7.1.0-29;7.1.0-30,,6
CVE-2022-32546,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2022-32547,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,7.1.0-29;7.1.0-28;7.1.0-27;7.1.0-30;7.1.0-31,5
CVE-2022-48541,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2023-1289,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2023-34152,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2023-34153,4,1,3,2,0,0.3333,1.0000,0.5000,0,7.1.0-1;7.1.0-2,,,6
CVE-2023-34474,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,7.1.1-1;7.1.1-0;7.1.0-62;7.1.1-10;7.1.1-11;7.1.1-12,6
CVE-2023-34475,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,7.1.1-1;7.1.1-0;7.1.0-62;7.1.1-10;7.1.1-11;7.1.1-12,6
CVE-2023-5341,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
