cve,succeed,tp,tn,fp,fn,precision,recall,f1_score,failed_versions,false_positive,false_negative,func_not_found,target
CVE-2017-15024,5,3,2,0,1,1.0000,0.7500,0.8571,0,,,,5
CVE-2017-15025,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.29.1;2.30;2.31,,4
CVE-2017-15225,4,1,3,0,0,1.0000,1.0000,1.0000,0,,,,4
CVE-2017-15938,1,0,1,0,0,0.0000,0.0000,0.0000,2,,,2.31;2.31.1,5
CVE-2017-15939,3,3,0,0,3,1.0000,0.5000,0.6667,0,,2.30;2.31;2.31.1,,6
CVE-2017-16828,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2017-16829,0,0,0,1,0,0.0000,0.0000,0.0000,3,2.29.1,,,4
CVE-2017-16830,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.29.1;2.30,2
CVE-2017-16831,3,0,3,0,0,0.0000,0.0000,0.0000,2,,,,5
CVE-2017-17080,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.29.1;2.30;2.31;2.31.1;2.29.1;2.29.1,6
CVE-2017-17122,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2017-17124,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2017-17126,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.30;2.31;2.31.1,,4
CVE-2017-6966,3,0,3,0,0,0.0000,0.0000,0.0000,3,,,,6
CVE-2017-6969,3,0,3,0,0,0.0000,0.0000,0.0000,0,,,2.28;2.28,5
CVE-2017-7209,4,1,3,0,0,1.0000,1.0000,1.0000,0,,,,4
CVE-2017-7299,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.29;2.29.1;2.30,,4
CVE-2017-7303,3,0,3,1,0,0.0000,0.0000,0.0000,0,2.28,,,4
CVE-2017-7304,3,0,3,1,0,0.0000,0.0000,0.0000,0,2.28,,,4
CVE-2017-8392,3,0,3,0,0,0.0000,0.0000,0.0000,1,,,,4
CVE-2017-8394,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.29;2.29.1;2.30,,4
CVE-2017-8395,3,0,3,0,0,0.0000,0.0000,0.0000,1,,,,4
CVE-2017-8397,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2017-8398,5,2,3,0,0,1.0000,1.0000,1.0000,0,,,,5
CVE-2017-8421,4,1,3,0,0,1.0000,1.0000,1.0000,0,,,,4
CVE-2017-9038,3,1,2,0,0,1.0000,1.0000,1.0000,1,,,,4
CVE-2017-9039,5,2,3,0,0,1.0000,1.0000,1.0000,0,,,,5
CVE-2017-9040,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2017-9043,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.28;2.29;2.29.1;2.30,4
CVE-2017-9954,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.28;2.29;2.29.1;2.30;2.28,5
CVE-2017-9955,3,0,3,2,0,0.0000,0.0000,0.0000,0,2.28;2.28,,,5
CVE-2018-1000876,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2018-10372,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.31;2.31.1;2.32,,4
CVE-2018-10373,3,0,3,0,0,0.0000,0.0000,0.0000,1,,,,4
CVE-2018-17358,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2018-18605,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.32;2.33.1;2.34,,4
CVE-2018-18606,4,1,3,0,0,1.0000,1.0000,1.0000,0,,,,4
CVE-2018-18607,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2018-19932,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.31;2.30;2.29.1;2.32;2.33.1;2.34,6
CVE-2018-20651,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.31.1;2.32;2.33.1;2.34,4
CVE-2018-20671,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2018-6543,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2018-6759,0,0,0,0,0,0.0000,0.0000,0.0000,5,,,,5
CVE-2018-6872,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.31;2.31.1;2.32,,4
CVE-2018-7208,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.30;2.31;2.31.1;2.32,4
CVE-2018-7568,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2018-7569,0,0,0,0,0,0.0000,0.0000,0.0000,5,,,,5
CVE-2018-7570,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.30;2.31;2.31.1;2.32,4
CVE-2018-7643,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2018-8945,5,2,3,0,0,1.0000,1.0000,1.0000,0,,,,5
CVE-2019-17451,2,0,2,0,0,0.0000,0.0000,0.0000,2,,,,4
CVE-2020-16590,1,1,0,0,3,1.0000,0.2500,0.4000,0,,2.35.1;2.35.2;2.36.1,,4
CVE-2020-16591,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.35;2.35.1;2.35.2;2.36.1,4
CVE-2020-16593,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.35;2.35.1;2.35.2;2.36.1,4
CVE-2020-16599,3,0,3,1,0,0.0000,0.0000,0.0000,0,2.35,,,4
CVE-2020-35448,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,,4
CVE-2021-20294,5,2,3,0,0,1.0000,1.0000,1.0000,0,,,,5
CVE-2021-45078,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.37;2.36.1;2.35.2;2.38;2.39;2.38,6
CVE-2022-38533,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,2.39;2.38;2.37;2.41;2.42;2.41,6
CVE-2022-48063,0,0,0,0,0,0.0000,0.0000,0.0000,5,,,,5
CVE-2022-48064,0,0,0,0,0,0.0000,0.0000,0.0000,5,,,,5
CVE-2022-48065,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2023-1579,0,0,0,0,0,0.0000,0.0000,0.0000,3,,,,3
CVE-2023-25586,0,0,0,0,3,0.0000,0.0000,0.0000,0,,2.41;2.42;2.43,,3
