cve,succeed,tp,tn,fp,fn,precision,recall,f1_score,failed_versions,false_positive,false_negative,func_not_found,target
CVE-2017-13018,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13019,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13020,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13021,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13022,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13023,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13024,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13025,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13026,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13027,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13028,4,3,1,0,2,1.0000,0.6000,0.7500,0,,4.99.0-bp;4.99-bp,,6
CVE-2017-13029,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13030,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2017-13031,2,2,0,0,0,1.0000,1.0000,1.0000,4,,,,6
CVE-2017-13032,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13033,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13034,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13035,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13036,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13037,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13038,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13039,3,0,3,0,0,0.0000,0.0000,0.0000,3,,,,6
CVE-2017-13040,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2017-13041,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13042,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13043,0,0,0,0,0,0.0000,0.0000,0.0000,4,,,4.99.0-bp;4.99-bp,6
CVE-2017-13044,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13045,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13046,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13047,0,0,0,0,2,0.0000,0.0000,0.0000,0,,4.99.0-bp;4.99-bp,4.9.1;4.9.0;4.8.1;4.9.3,6
CVE-2017-13048,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13049,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13050,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13051,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13052,6,3,3,0,0,1.0000,1.0000,1.0000,0,,,,6
CVE-2017-13053,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13054,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13055,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.1;4.9.0;4.8.1;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2017-13687,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2017-13688,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13689,3,0,3,3,0,0.0000,0.0000,0.0000,0,4.9.1;4.9.0;4.8.1,,,6
CVE-2017-13690,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2017-13725,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-14461,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-14462,4,3,1,0,2,1.0000,0.6000,0.7500,0,,4.99.0-bp;4.99-bp,,6
CVE-2018-14463,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2018-14464,1,1,0,0,0,1.0000,1.0000,1.0000,5,,,,6
CVE-2018-14465,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-14466,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-14467,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-14468,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-14469,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-14470,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-14880,4,3,1,0,0,1.0000,1.0000,1.0000,2,,,,6
CVE-2018-14881,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-14882,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2018-16227,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-16228,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-16229,0,0,0,0,0,0.0000,0.0000,0.0000,0,,,4.9.2;4.9.1;4.9.0;4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-16230,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2018-16300,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
CVE-2018-16451,0,0,0,0,0,0.0000,0.0000,0.0000,3,,,4.9.3;4.99.0-bp;4.99-bp,6
CVE-2018-16452,3,3,0,0,0,1.0000,1.0000,1.0000,0,,,4.9.3;4.99.0-bp;4.99-bp,6
CVE-2019-15166,0,0,0,0,0,0.0000,0.0000,0.0000,6,,,,6
CVE-2019-15167,3,3,0,0,3,1.0000,0.5000,0.6667,0,,4.9.3;4.99.0-bp;4.99-bp,,6
