cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2017-17126,1,4,0,1,0,3,,,,2.30;2.31;2.31.1
CVE-2018-7208,4,4,3,1,0,0,,,,
CVE-2018-6543,3,4,3,0,1,0,,,2.30,
CVE-2018-6759,1,4,0,1,0,3,,,,2.31;2.31.1;2.32
CVE-2018-6872,3,4,3,0,1,0,,,2.30,
CVE-2018-7570,3,4,3,0,1,0,,,2.30,
CVE-2018-7568,3,4,3,0,1,0,,,2.30,
CVE-2018-7569,1,4,0,1,0,3,,,,2.31;2.31.1;2.32
CVE-2018-7643,0,4,0,0,1,3,,,2.30,2.31;2.31.1;2.32
CVE-2018-10372,3,4,3,0,1,0,,,2.30,
CVE-2018-10373,3,4,3,0,1,0,,,2.30,
CVE-2018-8945,3,4,3,0,1,0,,,2.30,
CVE-2018-17360,4,4,3,1,0,0,,,,
CVE-2018-18605,3,4,3,0,1,0,,,2.31,
CVE-2018-18606,4,4,3,1,0,0,,,,
CVE-2018-18607,4,4,3,1,0,0,,,,
CVE-2018-19932,3,6,3,0,3,0,,,2.29.1;2.30;2.31,
CVE-2018-20002,3,4,3,0,1,0,,,2.31,
CVE-2018-1000876,3,6,0,3,0,3,,,,2.32;2.33.1;2.34
CVE-2018-20651,3,4,2,1,0,1,,,,2.32
CVE-2018-20671,5,6,2,3,0,1,,,,2.34
CVE-2019-17451,3,4,3,0,1,0,,,2.32,
CVE-2020-19724,3,6,3,0,3,0,,,2.31.1;2.32;2.33.1,
CVE-2020-16590,1,4,0,1,0,3,,,,2.35.1;2.35.2;2.36.1
CVE-2020-16591,1,4,0,1,0,3,,,,2.35.1;2.35.2;2.36.1
CVE-2020-16593,3,4,3,0,1,0,,,2.35,
CVE-2020-16599,3,4,3,0,1,0,,,2.35,
CVE-2020-35448,3,4,3,0,1,0,,,2.35.1,
CVE-2021-20294,2,5,0,2,0,3,,,,2.35.2;2.36.1;2.37
CVE-2021-45078,0,5,0,0,3,2,,,2.35.2;2.36.1;2.37,2.38;2.39
CVE-2022-38533,3,5,0,3,0,2,,,,2.41;2.42
CVE-2023-25586,3,3,3,0,0,0,,,,
CVE-2022-48063,2,5,2,0,3,0,,,2.37;2.38;2.39,
CVE-2022-48064,2,5,2,0,3,0,,,2.37;2.38;2.39,
CVE-2022-48065,3,5,0,3,0,2,,,,2.41;2.42
CVE-2023-1579,1,3,0,1,0,2,,,,2.41;2.42
CVE-2018-17358,4,4,3,1,0,0,,,,
